Timestamp,H.Mars
,
1926-10-23 12:00,34.478
1927-11-06 12:00,214.618
1928-09-09 12:00,34.508
1929-09-23 12:00,214.652
1930-07-28 12:00,34.56
1931-08-11 12:00,214.678
1932-06-14 12:00,34.614
1933-06-28 12:00,214.727
1934-05-02 12:00,34.636
1935-05-16 12:00,214.775
