Timestamp,G.Moon/G.Sun
1933-07-25 12:00,34.782
1933-08-08 12:00,217.826
1933-08-24 12:00,42.058
1933-09-07 12:00,222.979
1933-09-22 12:00,37.812
1933-10-06 12:00,215.123
1933-10-22 12:00,47.078
1933-11-05 12:00,217.709
1933-11-20 12:00,42.364
1933-12-05 12:00,219.574
1933-12-19 12:00,36.579
1934-01-04 12:00,221.718
1934-01-18 12:00,43.265
1934-02-02 12:00,213.745
1934-02-16 12:00,35.744
1934-03-04 12:00,218.81
1934-03-18 12:00,40.379
1934-04-03 12:00,226.389
1934-04-17 12:00,44.06
1934-05-02 12:00,222.45
1934-05-16 12:00,36.231
1934-05-31 12:00,218.879
1934-06-15 12:00,39.606
1934-06-29 12:00,215.214
1934-07-15 12:00,43.393
1934-07-29 12:00,224.746
1934-08-13 12:00,36.923
1934-08-27 12:00,219.576
1934-09-12 12:00,42.741
1934-09-26 12:00,225.873
1934-10-11 12:00,37.501
1934-10-25 12:00,218.138
1934-11-10 12:00,45.35
1934-11-24 12:00,220.81
1934-12-09 12:00,40.278
1934-12-24 12:00,222.293
1935-01-07 12:00,34.678
1935-01-23 12:00,223.808
1935-02-06 12:00,42.504
1935-02-21 12:00,215.363
1935-03-07 12:00,36.175
1935-03-23 12:00,219.516
1935-04-06 12:00,42.566
1935-04-21 12:00,213.659
1935-05-05 12:00,35.573
1935-05-21 12:00,221.611
1935-06-04 12:00,40.057
1935-06-19 12:00,217.962
1935-07-04 12:00,43.69
1935-07-18 12:00,214.555
1935-08-02 12:00,36.274
1935-08-17 12:00,224.886
1935-09-01 12:00,39.969
1935-09-15 12:00,220.425
1935-10-01 12:00,44.29
1935-10-14 12:00,214.675
1935-10-30 12:00,37.773
1935-11-13 12:00,220.194
1935-11-29 12:00,43.815
1935-12-13 12:00,223.369
1935-12-28 12:00,38.159
