Timestamp,G.Mars
,
1926-09-04 12:00,45.403
1926-10-24 12:00,44.897
1927-01-21 12:00,45.347
1927-11-17 12:00,225.513
1928-07-18 12:00,45.737
1929-10-28 12:00,225.267
1930-06-24 12:00,45.876
1931-10-09 12:00,225.277
1932-06-02 12:00,45.783
1933-09-18 12:00,225.547
1934-05-13 12:00,45.591
1935-08-25 12:00,225.807
