Timestamp,G.Sun,HighPrice,LowPrice,Timestamp,G.Sun,HighPrice,LowPrice,Timestamp,G.Sun,HighPrice,LowPrice,Timestamp,G.Sun,HighPrice,LowPrice,Timestamp,G.Sun,HighPrice,LowPrice,Timestamp,G.Sun,HighPrice,LowPrice,Timestamp,G.Sun,HighPrice,LowPrice,Timestamp,G.Sun,HighPrice,LowPrice,Timestamp,G.Sun,HighPrice,LowPrice,Timestamp,G.Sun,HighPrice,LowPrice,Timestamp,G.Sun,HighPrice,LowPrice,Timestamp,G.Sun,HighPrice,LowPrice,Timestamp,G.Sun,HighPrice,LowPrice,Timestamp,G.Sun,HighPrice,LowPrice,Timestamp,G.Sun,HighPrice,LowPrice,Timestamp,G.Sun,HighPrice,LowPrice,Timestamp,G.Sun,HighPrice,LowPrice,Timestamp,G.Sun,HighPrice,LowPrice,Timestamp,G.Sun,HighPrice,LowPrice,Timestamp,G.Sun,HighPrice,LowPrice
,,,,1927-04-02 12:00,11.963,,,1927-09-28 12:00,184.572,,,1928-04-02 12:00,12.712,,,1928-09-28 12:00,185.313,,,1929-04-02 12:00,12.467,,,1929-09-28 12:00,185.079,,,1930-04-02 12:00,12.23,,,1930-09-28 12:00,184.845,,,1931-04-02 12:00,11.997,,,1931-09-28 12:00,184.605,,,1932-04-02 12:00,12.744,,,1932-09-28 12:00,185.35,,,1933-04-02 12:00,12.509,,,1933-09-28 12:00,185.114,,,1934-04-02 12:00,12.268,,,1934-09-28 12:00,184.877,,,1935-04-02 12:00,12.031,,,1935-09-28 12:00,184.639,,,,,,
,,,,1927-04-03 12:00,12.949,,,1927-09-29 12:00,185.554,,,1928-04-03 12:00,13.697,,,1928-09-29 12:00,186.296,,,1929-04-03 12:00,13.452,,,1929-09-29 12:00,186.061,,,1930-04-03 12:00,13.216,,,1930-09-29 12:00,185.828,,,1931-04-03 12:00,12.982,,,1931-09-29 12:00,185.587,,,1932-04-03 12:00,13.729,,,1932-09-29 12:00,186.333,,,1933-04-03 12:00,13.494,,,1933-09-29 12:00,186.096,,,1934-04-03 12:00,13.253,,,1934-09-29 12:00,185.859,,,1935-04-03 12:00,13.017,,,1935-09-29 12:00,185.622,,,,,,
,,,,1927-04-04 12:00,13.935,,,1927-09-30 12:00,186.537,,,1928-04-04 12:00,14.681,,,1928-09-30 12:00,187.278,,,1929-04-04 12:00,14.437,,,1929-09-30 12:00,187.045,,,1930-04-04 12:00,14.201,,,1930-09-30 12:00,186.811,,,1931-04-04 12:00,13.967,,,1931-09-30 12:00,186.569,,,1932-04-04 12:00,14.714,,,1932-09-30 12:00,187.317,,,1933-04-04 12:00,14.479,,,1933-09-30 12:00,187.079,,,1934-04-04 12:00,14.238,,,1934-09-30 12:00,186.842,,,1935-04-04 12:00,14.003,,,1935-09-30 12:00,186.605,,,,,,
,,,,1927-04-05 12:00,14.919,,,1927-10-01 12:00,187.521,,,1928-04-05 12:00,15.665,,,1928-10-01 12:00,188.262,,,1929-04-05 12:00,15.422,,,1929-10-01 12:00,188.029,,,1930-04-05 12:00,15.185,,,1930-10-01 12:00,187.794,,,1931-04-05 12:00,14.951,,,1931-10-01 12:00,187.553,,,1932-04-05 12:00,15.699,,,1932-10-01 12:00,188.301,,,1933-04-05 12:00,15.463,,,1933-10-01 12:00,188.063,,,1934-04-05 12:00,15.222,,,1934-10-01 12:00,187.826,,,1935-04-05 12:00,14.988,,,1935-10-01 12:00,187.588,,,,,,
,,,,1927-04-06 12:00,15.904,,,1927-10-02 12:00,188.505,,,1928-04-06 12:00,16.648,,,1928-10-02 12:00,189.246,,,1929-04-06 12:00,16.406,,,1929-10-02 12:00,189.013,,,1930-04-06 12:00,16.169,,,1930-10-02 12:00,188.778,,,1931-04-06 12:00,15.934,,,1931-10-02 12:00,188.536,,,1932-04-06 12:00,16.682,,,1932-10-02 12:00,189.286,,,1933-04-06 12:00,16.446,,,1933-10-02 12:00,189.046,,,1934-04-06 12:00,16.206,,,1934-10-02 12:00,188.81,,,1935-04-06 12:00,15.972,,,1935-10-02 12:00,188.572,,,,,,
,,,,1927-04-07 12:00,16.887,,,1927-10-03 12:00,189.489,,,1928-04-07 12:00,17.631,,,1928-10-03 12:00,190.23,,,1929-04-07 12:00,17.389,,,1929-10-03 12:00,189.998,,,1930-04-07 12:00,17.152,,,1930-10-03 12:00,189.762,,,1931-04-07 12:00,16.918,,,1931-10-03 12:00,189.521,,,1932-04-07 12:00,17.666,,,1932-10-03 12:00,190.271,,,1933-04-07 12:00,17.429,,,1933-10-03 12:00,190.031,,,1934-04-07 12:00,17.189,,,1934-10-03 12:00,189.795,,,1935-04-07 12:00,16.956,,,1935-10-03 12:00,189.557,,,,,,
,,,,1927-04-08 12:00,17.87,,,1927-10-04 12:00,190.475,,,1928-04-08 12:00,18.613,,,1928-10-04 12:00,191.216,,,1929-04-08 12:00,18.372,,,1929-10-04 12:00,190.984,,,1930-04-08 12:00,18.135,,,1930-10-04 12:00,190.747,,,1931-04-08 12:00,17.9,,,1931-10-04 12:00,190.506,,,1932-04-08 12:00,18.648,,,1932-10-04 12:00,191.257,,,1933-04-08 12:00,18.411,,,1933-10-04 12:00,191.016,,,1934-04-08 12:00,18.172,,,1934-10-04 12:00,190.78,,,1935-04-08 12:00,17.939,,,1935-10-04 12:00,190.542,,,,,,
,,,,1927-04-09 12:00,18.853,,,1927-10-05 12:00,191.46,,,1928-04-09 12:00,19.595,,,1928-10-05 12:00,192.202,,,1929-04-09 12:00,19.354,,,1929-10-05 12:00,191.97,,,1930-04-09 12:00,19.116,,,1930-10-05 12:00,191.733,,,1931-04-09 12:00,18.882,,,1931-10-05 12:00,191.491,,,1932-04-09 12:00,19.631,,,1932-10-05 12:00,192.243,,,1933-04-09 12:00,19.393,,,1933-10-05 12:00,192.001,,,1934-04-09 12:00,19.154,,,1934-10-05 12:00,191.766,,,1935-04-09 12:00,18.921,,,1935-10-05 12:00,191.528,,,,,,
,,,,1927-04-10 12:00,19.834,,,1927-10-06 12:00,192.446,,,1928-04-10 12:00,20.576,,,1928-10-06 12:00,193.188,,,1929-04-10 12:00,20.336,,,1929-10-06 12:00,192.957,,,1930-04-10 12:00,20.098,,,1930-10-06 12:00,192.718,,,1931-04-10 12:00,19.864,,,1931-10-06 12:00,192.478,,,1932-04-10 12:00,20.612,,,1932-10-06 12:00,193.23,,,1933-04-10 12:00,20.374,,,1933-10-06 12:00,192.988,,,1934-04-10 12:00,20.136,,,1934-10-06 12:00,192.753,,,1935-04-10 12:00,19.903,,,1935-10-06 12:00,192.514,,,,,,
,,,,1927-04-11 12:00,20.815,,,1927-10-07 12:00,193.432,,,1928-04-11 12:00,21.556,,,1928-10-07 12:00,194.176,,,1929-04-11 12:00,21.317,,,1929-10-07 12:00,193.944,,,1930-04-11 12:00,21.078,,,1930-10-07 12:00,193.705,,,1931-04-11 12:00,20.845,,,1931-10-07 12:00,193.465,,,1932-04-11 12:00,21.593,,,1932-10-07 12:00,194.217,,,1933-04-11 12:00,21.354,,,1933-10-07 12:00,193.974,,,1934-04-11 12:00,21.117,,,1934-10-07 12:00,193.74,,,1935-04-11 12:00,20.884,,,1935-10-07 12:00,193.5,,,,,,
,,,,1927-04-12 12:00,21.796,,,1927-10-08 12:00,194.419,,,1928-04-12 12:00,22.537,,,1928-10-08 12:00,195.164,,,1929-04-12 12:00,22.298,,,1929-10-08 12:00,194.932,,,1930-04-12 12:00,22.058,,,1930-10-08 12:00,194.692,,,1931-04-12 12:00,21.826,,,1931-10-08 12:00,194.452,,,1932-04-12 12:00,22.573,,,1932-10-08 12:00,195.205,,,1933-04-12 12:00,22.334,,,1933-10-08 12:00,194.962,,,1934-04-12 12:00,22.098,,,1934-10-08 12:00,194.728,,,1935-04-12 12:00,21.865,,,1935-10-08 12:00,194.488,,,,,,
,,,,1927-04-13 12:00,22.776,,,1927-10-09 12:00,195.407,,,1928-04-13 12:00,23.516,,,1928-10-09 12:00,196.152,,,1929-04-13 12:00,23.278,,,1929-10-09 12:00,195.921,,,1930-04-13 12:00,23.038,,,1930-10-09 12:00,195.68,,,1931-04-13 12:00,22.806,,,1931-10-09 12:00,195.44,,,1932-04-13 12:00,23.553,,,1932-10-09 12:00,196.193,,,1933-04-13 12:00,23.313,,,1933-10-09 12:00,195.95,,,1934-04-13 12:00,23.078,,,1934-10-09 12:00,195.716,,,1935-04-13 12:00,22.845,,,1935-10-09 12:00,195.475,,,,,,
,,,,1927-04-14 12:00,23.755,,,1927-10-10 12:00,196.395,,,1928-04-14 12:00,24.496,,,1928-10-10 12:00,197.141,,,1929-04-14 12:00,24.257,,,1929-10-10 12:00,196.909,,,1930-04-14 12:00,24.017,,,1930-10-10 12:00,196.668,,,1931-04-14 12:00,23.786,,,1931-10-10 12:00,196.429,,,1932-04-14 12:00,24.532,,,1932-10-10 12:00,197.182,,,1933-04-14 12:00,24.292,,,1933-10-10 12:00,196.939,,,1934-04-14 12:00,24.058,,,1934-10-10 12:00,196.705,,,1935-04-14 12:00,23.824,,,1935-10-10 12:00,196.463,,,,,,
,,,,1927-04-15 12:00,24.733,,,1927-10-11 12:00,197.383,,,1928-04-15 12:00,25.474,,,1928-10-11 12:00,198.131,,,1929-04-15 12:00,25.236,,,1929-10-11 12:00,197.899,,,1930-04-15 12:00,24.995,,,1930-10-11 12:00,197.657,,,1931-04-15 12:00,24.765,,,1931-10-11 12:00,197.418,,,1932-04-15 12:00,25.51,,,1932-10-11 12:00,198.171,,,1933-04-15 12:00,25.271,,,1933-10-11 12:00,197.928,,,1934-04-15 12:00,25.037,,,1934-10-11 12:00,197.695,,,1935-04-15 12:00,24.802,,,1935-10-11 12:00,197.452,,,,,,
,,,,1927-04-16 12:00,25.711,,,1927-10-12 12:00,198.373,,,1928-04-16 12:00,26.452,,,1928-10-12 12:00,199.121,,,1929-04-16 12:00,26.214,,,1929-10-12 12:00,198.888,,,1930-04-16 12:00,25.973,,,1930-10-12 12:00,198.646,,,1931-04-16 12:00,25.744,,,1931-10-12 12:00,198.408,,,1932-04-16 12:00,26.488,,,1932-10-12 12:00,199.161,,,1933-04-16 12:00,26.249,,,1933-10-12 12:00,198.918,,,1934-04-16 12:00,26.016,,,1934-10-12 12:00,198.685,,,1935-04-16 12:00,25.781,,,1935-10-12 12:00,198.441,,,,,,
,,,,1927-04-17 12:00,26.689,,,1927-10-13 12:00,199.362,,,1928-04-17 12:00,27.43,,,1928-10-13 12:00,200.112,,,1929-04-17 12:00,27.192,,,1929-10-13 12:00,199.879,,,1930-04-17 12:00,26.95,,,1930-10-13 12:00,199.636,,,1931-04-17 12:00,26.722,,,1931-10-13 12:00,199.399,,,1932-04-17 12:00,27.465,,,1932-10-13 12:00,200.151,,,1933-04-17 12:00,27.226,,,1933-10-13 12:00,199.909,,,1934-04-17 12:00,26.994,,,1934-10-13 12:00,199.675,,,1935-04-17 12:00,26.758,,,1935-10-13 12:00,199.431,,,,,,
,,,,1927-04-18 12:00,27.666,,,1927-10-14 12:00,200.353,,,1928-04-18 12:00,28.407,,,1928-10-14 12:00,201.104,,,1929-04-18 12:00,28.169,,,1929-10-14 12:00,200.87,,,1930-04-18 12:00,27.927,,,1930-10-14 12:00,200.627,,,1931-04-18 12:00,27.7,,,1931-10-14 12:00,200.39,,,1932-04-18 12:00,28.442,,,1932-10-14 12:00,201.142,,,1933-04-18 12:00,28.203,,,1933-10-14 12:00,200.9,,,1934-04-18 12:00,27.971,,,1934-10-14 12:00,200.666,,,1935-04-18 12:00,27.735,,,1935-10-14 12:00,200.421,,,,,,
,,,,1927-04-19 12:00,28.642,,,1927-10-15 12:00,201.344,,,1928-04-19 12:00,29.384,,,1928-10-15 12:00,202.096,,,1929-04-19 12:00,29.145,,,1929-10-15 12:00,201.861,,,1930-04-19 12:00,28.904,,,1930-10-15 12:00,201.619,,,1931-04-19 12:00,28.677,,,1931-10-15 12:00,201.381,,,1932-04-19 12:00,29.418,,,1932-10-15 12:00,202.133,,,1933-04-19 12:00,29.18,,,1933-10-15 12:00,201.892,,,1934-04-19 12:00,28.948,,,1934-10-15 12:00,201.658,,,1935-04-19 12:00,28.711,,,1935-10-15 12:00,201.412,,,,,,
,,,,,,,,1927-10-16 12:00,202.336,,,,,,,1928-10-16 12:00,203.089,,,,,,,1929-10-16 12:00,202.853,,,,,,,1930-10-16 12:00,202.611,,,,,,,1931-10-16 12:00,202.373,,,,,,,1932-10-16 12:00,203.125,,,,,,,1933-10-16 12:00,202.884,,,,,,,1934-10-16 12:00,202.65,,,,,,,1935-10-16 12:00,202.404,,,,,,
,,,,,,,,1927-10-17 12:00,203.328,,,,,,,1928-10-17 12:00,204.082,,,,,,,1929-10-17 12:00,203.845,,,,,,,1930-10-17 12:00,203.604,,,,,,,1931-10-17 12:00,203.366,,,,,,,1932-10-17 12:00,204.118,,,,,,,1933-10-17 12:00,203.877,,,,,,,1934-10-17 12:00,203.642,,,,,,,1935-10-17 12:00,203.396,,,,,,
,,,,,,,,1927-10-18 12:00,204.321,,,,,,,1928-10-18 12:00,205.075,,,,,,,1929-10-18 12:00,204.838,,,,,,,1930-10-18 12:00,204.597,,,,,,,1931-10-18 12:00,204.359,,,,,,,1932-10-18 12:00,205.111,,,,,,,1933-10-18 12:00,204.871,,,,,,,1934-10-18 12:00,204.635,,,,,,,1935-10-18 12:00,204.389,,,,,,
,,,,,,,,1927-10-19 12:00,205.315,,,,,,,1928-10-19 12:00,206.07,,,,,,,1929-10-19 12:00,205.831,,,,,,,1930-10-19 12:00,205.591,,,,,,,1931-10-19 12:00,205.352,,,,,,,1932-10-19 12:00,206.105,,,,,,,1933-10-19 12:00,205.865,,,,,,,1934-10-19 12:00,205.628,,,,,,,1935-10-19 12:00,205.382,,,,,,
,,,,,,,,1927-10-20 12:00,206.309,,,,,,,1928-10-20 12:00,207.064,,,,,,,1929-10-20 12:00,206.825,,,,,,,1930-10-20 12:00,206.585,,,,,,,1931-10-20 12:00,206.346,,,,,,,1932-10-20 12:00,207.099,,,,,,,1933-10-20 12:00,206.86,,,,,,,1934-10-20 12:00,206.622,,,,,,,1935-10-20 12:00,206.377,,,,,,
,,,,,,,,1927-10-21 12:00,207.304,,,,,,,1928-10-21 12:00,208.059,,,,,,,1929-10-21 12:00,207.82,,,,,,,1930-10-21 12:00,207.581,,,,,,,1931-10-21 12:00,207.341,,,,,,,1932-10-21 12:00,208.094,,,,,,,1933-10-21 12:00,207.856,,,,,,,1934-10-21 12:00,207.617,,,,,,,1935-10-21 12:00,207.371,,,,,,
,,,,,,,,1927-10-22 12:00,208.299,,,,,,,1928-10-22 12:00,209.055,,,,,,,1929-10-22 12:00,208.815,,,,,,,1930-10-22 12:00,208.576,,,,,,,1931-10-22 12:00,208.336,,,,,,,1932-10-22 12:00,209.09,,,,,,,1933-10-22 12:00,208.852,,,,,,,1934-10-22 12:00,208.612,,,,,,,1935-10-22 12:00,208.367,,,,,,
,,,,,,,,1927-10-23 12:00,209.295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1931-10-23 12:00,209.331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1935-10-23 12:00,209.363,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
