Date,Day,Mercury,Venus,Earth,Mars,Jupiter,Saturn,Uranus,Neptune,Pluto,Isis
1999-05-19,Wed,6148.07197522,2339.21445471,1678.28596873,946.301309495,375.527438935,397.556544465,313.935738373,302.565225154,249.052714417,145.079622836
1999-05-20,Thu,6153.72206779,2340.83370114,1679.24879519,946.799508824,375.619194967,397.592351247,313.946705414,302.571241709,249.059326132,145.080631724
1999-05-21,Fri,6159.51026407,2342.45239023,1680.21114876,947.29848277,375.710937395,397.628146253,313.957658705,302.577244649,249.065924035,145.081626997
1999-05-22,Sat,6165.42671029,2344.07050457,1681.17303659,947.798236946,375.802667485,397.663930767,313.968599535,302.583235264,249.072509413,145.082609942
1999-05-23,Sun,6171.45861836,2345.68802939,1682.13447153,948.298778908,375.894388474,397.699708051,313.979531164,302.589216813,249.079085527,145.083583821
1999-05-24,Mon,6177.59024525,2347.30495159,1683.09547029,948.800117116,375.98610454,397.735482303,313.99045779,302.595193496,249.085656575,145.084552831
1999-05-25,Tue,6183.80302156,2348.921259,1684.05605208,949.302260204,376.077820071,397.771257931,314.001383824,302.601169721,249.092226967,145.085521382
1999-05-26,Wed,6190.0758485,2350.53693987,1685.01623754,949.805216396,376.169539077,397.807038967,314.012313298,302.607149521,249.098800736,145.086493506
1999-05-27,Thu,6196.38556816,2352.15198233,1685.97604785,950.308992969,376.261264659,397.842828533,314.023249334,302.613136019,249.105381004,145.087472328
1999-05-28,Fri,6202.7075932,2353.76637407,1686.93550412,950.813595898,376.352998655,397.878628489,314.034193792,302.619131075,249.111969631,145.088459705
1999-05-29,Sat,6209.0166612,2355.38010229,1687.894627,951.319029776,376.444741555,397.914439346,314.045147186,302.625135201,249.118567128,145.08945615
1999-05-30,Sun,6215.2876561,2356.9931538,1688.85343657,951.82529791,376.536492608,397.950260372,314.056108783,302.631147666,249.125172766,145.090460933
1999-05-31,Mon,6221.49643613,2358.6055152,1689.81195213,952.332402443,376.628249931,397.986089709,314.067076725,302.637166611,249.131784684,145.091472193
1999-06-01,Tue,6227.62059628,2360.21717295,1690.77019206,952.840344462,376.720010635,398.021924485,314.078048142,302.643189166,249.138400014,145.092487062
1999-06-02,Wed,6233.64010667,2361.82811373,1691.72817376,953.349124278,376.811771089,398.057761093,314.089019427,302.649211724,249.145015147,145.093501932
1999-06-03,Thu,6239.53778399,2363.43832493,1692.68591385,953.858741966,376.903527472,398.093595732,314.09998678,302.655230484,249.151626283,145.094513003
1999-06-04,Fri,6245.29957486,2365.04779541,1693.64342848,954.36919806,376.995276466,398.129425106,314.110946905,302.661242152,249.158230127,145.095516979
1999-06-05,Sat,6250.91465257,2366.65651612,1694.60073358,954.880494173,377.087015876,398.16524704,314.121897629,302.667244553,249.164824504,145.096511686
1999-06-06,Sun,6256.37534756,2368.26448054,1695.5578448,955.392633449,377.178745085,398.201060938,314.132838354,302.67323709,249.171408819,145.097496527
1999-06-07,Mon,6261.67694482,2369.87168509,1696.51477729,955.905620969,377.270465457,398.236868185,314.143770468,302.679221151,249.177984457,145.098472889
1999-06-08,Tue,6266.81738712,2371.47812954,1697.47154533,956.419464113,377.362180704,398.272672516,314.154697705,302.685200468,249.184555152,145.099444507
1999-06-09,Wed,6271.79692222,2373.0838169,1698.42816141,956.934172499,377.453896824,398.308479948,314.165626084,302.691181062,249.191126924,145.100417399
1999-06-10,Thu,6276.61772728,2374.68875236,1699.38463443,957.449756896,377.545621018,398.344297704,314.176562827,302.697170155,249.197706994,145.101398787
1999-06-11,Fri,6281.28353722,2376.29294104,1700.34096695,957.966226968,377.63735943,398.380131948,314.187514099,302.703173911,249.204301528,145.102394836
1999-06-12,Sat,6285.79929662,2377.89638533,1701.29715277,958.483588638,377.729114515,398.415985158,314.198482378,302.709194808,249.210913002,145.103408025
1999-06-13,Sun,6290.17084879,2379.49908334,1702.2531765,959.001842525,377.820883479,398.451854559,314.209464891,302.715230074,249.217538644,145.104435579
1999-06-14,Mon,6294.40466864,2381.1010295,1703.20901618,959.520984582,377.912658913,398.487732766,314.220454251,302.72127232,249.224171067,145.105470112
1999-06-15,Tue,6298.50764081,2382.70221728,1704.16464832,960.041008778,378.004431481,398.52361046,314.231441143,302.727312232,249.230800955,145.106502308
1999-06-16,Wed,6302.48687975,2384.30264248,1705.12005353,960.561910438,378.096193259,398.559479741,314.242417664,302.733341907,249.237420406,145.107524266
1999-06-17,Thu,6306.3495865,2385.90230556,1706.07522028,961.083688556,378.187940047,398.595336429,314.253379635,302.739357167,249.24402524,145.108531806
1999-06-18,Fri,6310.10293671,2387.50121201,1707.03014598,961.606346215,378.279671794,398.631180495,314.264327029,302.745357983,249.25061543,145.1095249
1999-06-19,Sat,6313.75399531,2389.09937129,1707.9848357,962.129889498,378.371391509,398.667014968,314.275262874,302.751347384,249.257194004,145.110506577
1999-06-20,Sun,6317.30965415,2390.6967952,1708.93930008,962.654325909,378.463103681,398.702844359,314.286191682,302.757329882,249.263765474,145.111481348
1999-06-21,Mon,6320.77658913,2392.29349663,1709.89355335,963.179663139,378.554813047,398.738673426,314.297118211,302.763310234,249.270334598,145.112453972
1999-06-22,Tue,6324.16123297,2393.88948885,1710.84761196,963.70590836,378.646523892,398.774506474,314.308046767,302.769292747,249.276905681,145.113428755
1999-06-23,Wed,6327.46976039,2395.4847851,1711.80149374,964.233067833,378.738239649,398.810346959,314.318980805,302.775280877,249.283482179,145.114409152
1999-06-24,Thu,6330.70808241,2397.07939823,1712.75521717,964.761146601,378.829962602,398.846197184,314.32992263,302.781276926,249.290066395,145.115397467
1999-06-25,Fri,6333.88184791,2398.6733405,1713.708801,965.29014829,378.92169368,398.882058102,314.340873194,302.787281848,249.296659283,145.116394653
1999-06-26,Sat,6336.99645039,2400.26662354,1714.66226408,965.820075094,379.013432452,398.9179293,314.351832085,302.793295231,249.303260431,145.117400298
1999-06-27,Sun,6340.05703867,2401.85925846,1715.61562531,966.350927915,379.105177261,398.953809145,314.362797671,302.799315441,249.309868205,145.118412768
1999-06-28,Mon,6343.06853029,2403.45125602,1716.56890375,966.882706554,379.196925422,398.98969497,314.373767284,302.805339813,249.316479938,145.119429399
1999-06-29,Tue,6346.0356266,2405.04262682,1717.52211855,967.415409944,379.28867345,399.025583314,314.384737464,302.811364885,249.32309217,145.120446728
1999-06-30,Wed,6348.96282928,2406.63338166,1718.47528905,967.949036538,379.380417453,399.061470306,314.39570434,302.817386786,249.32970103,145.121460884
1999-07-01,Thu,6351.85445753,2408.22353217,1719.42843503,968.48358494,379.472153764,399.097352298,314.406664265,302.823401871,249.336302871,145.122468223
1999-07-02,Fri,6354.71466584,2409.81309152,1720.38157697,969.019054676,379.563879716,399.133226646,314.417614595,302.829407493,249.342895048,145.123466097
1999-07-03,Sat,6357.54746154,2411.40207509,1721.33473623,969.555446877,379.655594317,399.169092379,314.42855436,302.835402683,249.349476591,145.124453539
1999-07-04,Sun,6360.35672204,2412.99050081,1722.28793478,970.092764675,379.74729866,399.20495061,314.439484671,302.841388553,249.356048613,145.125431659
1999-07-05,Mon,6363.14621142,2414.57838925,1723.24119465,970.631013293,379.838996001,399.240804619,314.45040881,302.847368385,249.362614394,145.12640374
1999-07-06,Tue,6365.91959637,2416.16576332,1724.19453694,971.170199788,379.930691517,399.276659601,314.461331974,302.853347374,249.36917913,145.127374977
1999-07-07,Wed,6368.68046131,2417.75264747,1725.14798021,971.710332298,380.022391543,399.312521914,314.472260518,302.859331878,249.37574918,145.128351728
1999-07-08,Thu,6371.43232238,2419.33906623,1726.10153833,972.251418586,380.114102121,399.348397621,314.483200508,302.86532796,249.382330606,145.129340056
1999-07-09,Fri,6374.1786407,2420.92504216,1727.05521782,972.793464052,380.205827017,399.38429051,314.494155731,302.871339408,249.388927195,145.13034375
1999-07-10,Sat,6376.92283541,2422.51059405,1728.00901591,973.336469957,380.297565943,399.420200311,314.505125918,302.877365955,249.395538681,145.131362542
1999-07-11,Sun,6379.66829777,2424.09573638,1728.9629204,973.880432881,380.389314011,399.456122162,314.516106206,302.883402735,249.402160199,145.132391567
1999-07-12,Mon,6382.4184068,2425.68048051,1729.91691215,974.425346006,380.481063032,399.492047891,314.527088426,302.88944158,249.40878358,145.133422656
1999-07-13,Tue,6385.17654633,2427.26483743,1730.87096963,974.971201854,380.572804236,399.527968751,314.538063829,302.895473743,249.415400076,145.134447063
1999-07-14,Wed,6387.9461219,2428.8488206,1731.82507392,975.517995175,380.66453118,399.563878322,314.549025996,302.901492802,249.422003266,145.135458366
1999-07-15,Thu,6390.73057663,2430.43244767,1732.77921226,976.065724682,380.75624147,399.599774229,314.559972553,302.907496384,249.428590778,145.136454192
1999-07-16,Fri,6393.53340509,2432.01574037,1733.73337933,976.614393012,380.847936733,399.63565812,314.570905147,302.913486138,249.435164259,145.13743619
1999-07-17,Sat,6396.35816593,2433.59872317,1734.6875764,977.164005367,380.939621252,399.6715343,314.581828086,302.919466369,249.441728015,145.138408665
1999-07-18,Sun,6399.20849413,2435.1814215,1735.64180958,977.714567788,381.031300246,399.707408011,314.592746609,302.925442318,249.448287287,145.139376859
1999-07-19,Mon,6402.0881136,2436.76386041,1736.59608809,978.266085855,381.122978572,399.743284128,314.603665594,302.931418863,249.454846952,145.140345649
1999-07-20,Tue,6405.00085046,2438.34606393,1737.55042314,978.818564041,381.214660075,399.77916652,314.61458891,302.937399871,249.461410879,145.141318902
1999-07-21,Wed,6407.95064653,2439.92805477,1738.5048272,979.372005493,381.306347376,399.815057828,314.625519197,302.943387984,249.467981709,145.142299262
1999-07-22,Thu,6410.9415729,2441.50985429,1739.45931359,979.926411968,381.398041806,399.850959404,314.636457809,302.949384555,249.474560795,145.14328808
1999-07-23,Fri,6413.97784308,2443.09148238,1740.41389623,980.481783806,381.48974338,399.886871285,314.647404782,302.955389622,249.481148175,145.144285395
1999-07-24,Sat,6417.06382568,2444.67295754,1741.36858957,981.038119963,381.581450837,399.92279223,314.658358878,302.961401944,249.487742607,145.145289967
1999-07-25,Sun,6420.20405638,2446.25429693,1742.32340867,981.59541815,381.673161769,399.958719856,314.66931771,302.967419137,249.494341709,145.14629941
1999-07-26,Mon,6423.40324877,2447.83551662,1743.27836947,982.153675059,381.764872861,399.994650865,314.680277985,302.973437906,249.500942184,145.147310431
1999-07-27,Tue,6426.66630366,2449.4166319,1744.23348906,982.71288672,381.856580241,400.030581407,314.691235852,302.979454401,249.507540184,145.148319179
1999-07-28,Wed,6429.99831626,2450.99765778,1745.18878605,983.273049037,381.94828002,400.066507617,314.702187446,302.985464755,249.514131842,145.149321789
1999-07-29,Thu,6433.40458052,2452.57860974,1746.14428097,983.83415853,382.039969034,400.102426351,314.713129623,302.991465827,249.520714015,145.150315118
1999-07-30,Fri,6436.89058954,2454.15950453,1747.0999966,984.396213144,382.131645658,400.138336004,314.724060779,302.997456012,249.527285099,145.151297561
1999-07-31,Sat,6440.46203054,2455.74036075,1748.05595794,984.959212891,382.223310444,400.17423715,314.734981489,303.003435884,249.53384567,145.152269695
1999-08-01,Sun,6444.12477276,2457.32119907,1749.01219157,985.523160055,382.314966329,400.210132749,314.745894714,303.009408405,249.540398687,145.153234479
1999-08-02,Mon,6447.88484637,2458.90204184,1749.96872441,986.088058828,382.406618278,400.246027785,314.756805438,303.015378559,249.546949135,145.154196898
1999-08-03,Tue,6451.74841029,2460.48291216,1750.92558191,986.653914388,382.498272351,400.281928341,314.767719743,303.021352428,249.553503098,145.155163035
1999-08-04,Wed,6455.72170669,2462.06383247,1751.88278581,987.220731522,382.589934342,400.31784023,314.778643446,303.027335828,249.56006639,145.156138706
1999-08-05,Thu,6459.81099953,2463.64482302,1752.8403518,987.788513064,382.681608204,400.35376743,314.789580522,303.033332736,249.566642989,145.157127887
1999-08-06,Fri,6464.02249458,2465.22590042,1753.79828757,988.357258521,382.773294686,400.389710709,314.800531742,303.039343922,249.573233664,145.158131349
1999-08-07,Sat,6468.3622381,2466.80707706,1754.75659191,988.926963439,382.864990696,400.425666997,314.811494036,303.045366316,249.579835346,145.159146023
1999-08-08,Sun,6472.83599123,2468.38836161,1755.71525536,989.497619941,382.956689845,400.461629925,314.822461036,303.05139355,249.586441667,145.160165539
1999-08-09,Mon,6477.44907706,2469.96976076,1756.67426258,990.069218472,383.048384183,400.497591567,314.833424816,303.057417698,249.593044702,145.161181973
1999-08-10,Tue,6482.20619709,2471.55128157,1757.63359591,990.641750172,383.140066584,400.533544817,314.84437827,303.063431655,249.599637344,145.162188219
1999-08-11,Wed,6487.1112147,2473.13293359,1758.593239,991.215208953,383.231732818,400.569485466,314.855317192,303.069431213,249.606215387,145.163180071
1999-08-12,Thu,6492.16690528,2474.71472976,1759.55317939,991.789592449,383.323382505,400.605413154,314.866241222,303.075416015,249.612778472,145.164157168
1999-08-13,Fri,6497.37467551,2476.296686,1760.51340951,992.364901579,383.415018674,400.641330935,314.877153413,303.081389111,249.619329652,145.165122565
1999-08-14,Sat,6502.73425911,2477.87881978,1761.47392629,992.941139131,383.506646355,400.677243858,314.888058817,303.087355555,249.625873979,145.166081313
1999-08-15,Sun,6508.24340109,2479.4611485,1762.43473001,993.518308136,383.598270951,400.713157347,314.898962858,303.09332077,249.632416877,145.167038836
1999-08-16,Mon,6513.89754788,2481.04368828,1763.39582319,994.096410653,383.689897021,400.749075985,314.909870119,303.09928934,249.638962929,145.167999718
1999-08-17,Tue,6519.68956628,2482.62645338,1764.35720982,994.675447204,383.781527723,400.785002948,314.920783778,303.105264442,249.645515314,145.168967137
1999-08-18,Wed,6525.60951917,2484.20945618,1765.31889496,995.255416696,383.873164728,400.82093993,314.931705529,303.111247772,249.652075725,145.169942787
1999-08-19,Thu,6531.64452944,2485.79270721,1766.28088457,995.836316538,383.964808347,400.856887262,314.942635705,303.117239661,249.658644497,145.170927001
1999-08-20,Fri,6537.77876464,2487.37621539,1767.24318543,996.418142789,384.056457671,400.892844059,314.953573421,303.123239223,249.665220742,145.171918893
1999-08-21,Sat,6543.9935709,2488.95998813,1768.20580519,997.000890267,384.148110689,400.928808329,314.964516686,303.129244471,249.671802473,145.172916475
1999-08-22,Sun,6550.26777568,2490.54403144,1769.16875254,997.584552704,384.23976444,400.964777134,314.975462562,303.135252464,249.67838675,145.173916806
1999-08-23,Mon,6556.57816343,2492.12835026,1770.13203759,998.169122999,384.331415265,401.000746834,314.986407413,303.141259566,249.684969935,145.174916252
1999-08-24,Tue,6562.90011218,2493.71294887,1771.09567243,998.754593639,384.423059234,401.036713521,314.997347329,303.147261869,249.691548123,145.175910903
1999-08-25,Wed,6569.20834823,2495.2978315,1772.05967189,999.340957343,384.514692784,401.072673655,315.008278771,303.153255832,249.698117772,145.176897219
1999-08-26,Thu,6575.47777181,2496.88300324,1773.02405425,999.928207887,384.60631355,401.108624891,315.019199396,303.159239114,249.704676539,145.177872858
1999-08-27,Fri,6581.68428377,2498.46847087,1773.98884182,1000.51634096,384.697921218,401.144566935,315.030108912,303.165211421,249.711224133,145.178837528
1999-08-28,Sat,6587.80554599,2500.05424341,1774.95406083,1001.10535469,384.789518065,401.180502087,315.041009617,303.171175053,249.717762853,145.179793527
1999-08-29,Sun,6593.82161477,2501.640332,1775.9197403,1001.69524955,384.881108843,401.216435119,315.051906287,303.177134783,249.724297472,145.18074563
1999-08-30,Mon,6599.71540547,2503.22674903,1776.88590997,1002.2860274,384.972699825,401.252372325,315.062805215,303.183096908,249.730834287,145.181700132
1999-08-31,Tue,6605.47296803,2504.81350646,1777.85259739,1002.87768984,385.06429719,401.288319906,315.073712603,303.189067627,249.737379498,145.182663234
1999-09-01,Wed,6611.08357609,2506.40061408,1778.81982497,1003.47023647,385.155905241,401.324282186,315.084632777,303.195051267,249.743937431,145.183639262
1999-09-02,Thu,6616.53965137,2507.98807823,1779.78760776,1004.06366353,385.247525077,401.360260285,315.095566858,303.201048949,249.750509207,145.184629336
1999-09-03,Fri,6621.8365569,2509.57590134,1780.75595241,1004.65796351,385.339154174,401.3962517,315.106512342,303.207058169,249.757092323,145.185630954
1999-09-04,Sat,6626.97229845,2511.16408263,1781.72485755,1005.25312575,385.430787013,401.432250932,315.117463734,303.213073432,249.763681283,145.18663862
1999-09-05,Sun,6631.94717211,2512.75261953,1782.69431535,1005.8491379,385.522416542,401.468250952,315.128414003,303.219087707,249.770269056,145.187645303
1999-09-06,Mon,6636.76339153,2514.3415096,1783.66431384,1006.44598781,385.614036029,401.504245047,315.139356438,303.225094283,249.776848933,145.188644292
1999-09-07,Tue,6641.42472061,2515.93075221,1784.63483937,1007.04366517,385.705640755,401.540228519,315.150286343,303.231088464,249.783416216,145.189630892
1999-09-08,Wed,6645.93613016,2517.52034965,1785.60587872,1007.64216263,385.797229082,401.576199753,315.161202103,303.237068635,249.789969291,145.190603486
1999-09-09,Thu,6650.30348971,2519.11030725,1786.57742047,1008.24147592,385.888802607,401.612160366,315.172105334,303.243036413,249.796509774,145.191563693
1999-09-10,Fri,6654.53330037,2520.7006327,1787.54945544,1008.84160311,385.980365413,401.64811446,315.183000143,303.248995902,249.803041771,145.192515617
1999-09-11,Sat,6658.63247016,2522.29133471,1788.52197646,1009.44254329,386.071922757,401.684067315,315.193891808,303.254952384,249.809570561,145.193464537
1999-09-12,Sun,6662.60813055,2523.88242172,1789.49497773,1010.04429523,386.163479704,401.720024017,315.204785416,303.260910943,249.816101231,145.194415541
1999-09-13,Mon,6666.46749102,2525.47390084,1790.46845434,1010.64685635,386.255040133,401.755988465,315.215684868,303.266875481,249.822637683,145.195372529
1999-09-14,Tue,6670.21772703,2527.0657775,1791.44240197,1011.25022232,386.346606313,401.791962949,315.226592454,303.272848287,249.829182204,145.196337791
1999-09-15,Wed,6673.86589667,2528.65805546,1792.41681696,1011.85438709,386.438178922,401.827948167,315.237508873,303.278830062,249.835735497,145.197312027
1999-09-16,Thu,6677.41888065,2530.25073705,1793.39169634,1012.45934307,386.52975728,401.863943461,315.248433468,303.284820148,249.842296902,145.198294579
1999-09-17,Fri,6680.8833414,2531.84382346,1794.36703803,1013.06508145,386.621339601,401.899947067,315.259364475,303.290816782,249.848864656,145.199283684
1999-09-18,Sat,6684.26569723,2533.43731495,1795.34284092,1013.67159238,386.712923217,401.935956335,315.270299246,303.296817314,249.855436112,145.200276693
1999-09-19,Sun,6687.57210832,2535.03121109,1796.31910522,1014.27886521,386.804504804,401.971967964,315.28123448,303.302818444,249.862007968,145.201270305
1999-09-20,Mon,6690.80847201,2536.6255111,1797.29583287,1014.88688881,386.896080689,402.007978301,315.292166526,303.30881652,249.868576572,145.202260869
1999-09-21,Tue,6693.98042502,2538.22021426,1798.27302832,1015.49565196,386.987647281,402.043983775,315.303091812,303.314807973,249.875138355,145.203244816
1999-09-22,Wed,6697.09335105,2539.81532057,1799.25069948,1016.10514403,387.079201701,402.079981529,315.314007484,303.320789945,249.88169046,145.204219287
1999-09-23,Thu,6700.1523923,2541.41083158,1800.22885886,1016.7153558,387.170742623,402.115970258,315.324912236,303.326761133,249.888231583,145.20518298
1999-09-24,Fri,6703.16246349,2543.00675128,1801.20752453,1017.3262803,387.262271133,402.151951067,315.335807175,303.332722643,249.894762831,145.206137
1999-09-25,Sat,6706.12826732,2544.60308651,1802.18672026,1017.93791329,387.353791159,402.187927907,315.346696251,303.338678425,249.901288153,145.207085299
1999-09-26,Sun,6709.05431003,2546.19984651,1803.16647425,1018.55025271,387.445308978,402.223907075,315.357585764,303.344634779,249.90781385,145.208034175
1999-09-27,Mon,6711.94491643,2547.79704125,1804.14681617,1019.16329713,387.536831618,402.259895619,315.368482762,303.350598753,249.91434697,145.208990678
1999-09-28,Tue,6714.80424461,2549.39467928,1805.1277733,1019.77704347,387.628364602,402.295899084,315.379392791,303.356575893,249.920893058,145.209960352
1999-09-29,Wed,6717.63630088,2550.99276568,1806.10936685,1020.39148503,387.719909989,402.331919549,315.390317931,303.362568279,249.927454195,145.210945278
1999-09-30,Thu,6720.44495584,2552.59130136,1807.0916098,1021.00661078,387.811465611,402.367954867,315.401256036,303.368573766,249.934028236,145.21194331
1999-10-01,Fri,6723.23396158,2554.19028379,1808.07450673,1021.62240606,387.903025837,402.403999427,315.412201495,303.374586741,249.940609568,145.212948838
1999-10-02,Sat,6726.00696981,2555.78970884,1809.05805539,1022.23885447,387.994583414,402.440045999,315.42314708,303.380599977,249.947190964,145.213954632
1999-10-03,Sun,6728.76754969,2557.38957288,1810.04224888,1022.85593993,388.086131554,402.476087814,315.434086022,303.386606706,249.953765657,145.214953925
1999-10-04,Mon,6731.51920495,2558.98987435,1811.02707773,1023.47364826,388.177665508,402.512120144,315.445013595,303.392602201,249.960328918,145.21594199
1999-10-05,Tue,6734.26538984,2560.5906145,1812.01253137,1024.091968,388.269183344,402.548141078,315.455927888,303.398584552,249.966878838,145.216916918
1999-10-06,Wed,6737.00952399,2562.19179748,1812.99859897,1024.71089037,388.360685988,402.584151562,315.466829849,303.404554706,249.973416365,145.217879654
1999-10-07,Thu,6739.75500651,2563.79342976,1813.98526983,1025.33040884,388.452176709,402.620154888,315.47772277,303.410515954,249.97994479,145.218833492
1999-10-08,Fri,6742.50522953,2565.39551925,1814.97253328,1025.95051816,388.543660218,402.656155785,315.488611382,303.416473029,249.986468846,145.219783162
1999-10-09,Sat,6745.26359122,2566.99807418,1815.96037848,1026.57121333,388.635141552,402.692159312,315.499500745,303.42243099,249.99299359,145.220733724
1999-10-10,Sun,6748.03350895,2568.60110202,1816.94879408,1027.19248844,388.726625026,402.728169805,315.510395195,303.428394173,249.999523362,145.221689516
1999-10-11,Mon,6750.81843254,2570.20460878,1817.93776807,1027.81433609,388.81811353,402.764190174,315.521297643,303.434365491,250.006061071,145.222653448
1999-10-12,Tue,6753.62185804,2571.80859875,1818.927288,1028.43674706,388.90960829,402.800221667,315.53220934,303.440346192,250.012607967,145.223626769
1999-10-13,Wed,6756.44734182,2573.41307463,1819.91734135,1029.05971048,389.001109001,402.836263997,315.543129999,303.44633599,250.019163765,145.224609194
1999-10-14,Thu,6759.29851479,2575.01803776,1820.90791592,1029.68321411,389.092614094,402.872315619,315.554058075,303.452333341,250.02572692,145.225599179
1999-10-15,Fri,6762.17909662,2576.62348841,1821.8990001,1030.30724463,389.184121035,402.908374018,315.564991056,303.458335732,250.032294918,145.226594209
1999-10-16,Sat,6765.09290993,2578.22942611,1822.89058328,1030.93178794,389.275626628,402.944436019,315.575925766,303.464339987,250.038864586,145.22759111
1999-10-17,Sun,6768.04389443,2579.8358499,1823.88265621,1031.5568295,389.367127373,402.980498142,315.586858728,303.47034263,250.045432446,145.228586405
1999-10-18,Mon,6771.03612086,2581.44275879,1824.87521158,1032.1823548,389.458619864,403.016557002,315.597786557,303.476340275,250.051995112,145.229576709
1999-10-19,Tue,6774.07380461,2583.05015213,1825.86824474,1032.80834969,389.550101207,403.052609725,315.608706382,303.482330051,250.058549713,145.230559149
1999-10-20,Wed,6777.16131887,2584.65803011,1826.86175471,1033.43480098,389.641569546,403.088654477,315.619616366,303.488310122,250.065094414,145.231531892
1999-10-21,Thu,6780.30320715,2586.26639448,1827.85574545,1034.06169712,389.733024786,403.124691181,315.630516438,303.494280415,250.071629142,145.232494862
1999-10-22,Fri,6783.50419463,2587.87524926,1828.85022717,1034.68902901,389.824469364,403.160722297,315.641409055,303.50024339,250.078156356,145.233450521
1999-10-23,Sat,6786.76919733,2589.48460107,1829.84521694,1035.31679024,389.915908541,403.196753107,315.652299502,303.50620433,250.08468134,145.23440415
