Timestamp,G.Jupiter
,
1906-06-09 12:00,78.602
1912-11-13 12:00,258.734
1918-05-24 12:00,78.707
1924-03-08 12:00,258.675
1924-05-05 12:00,258.572
1924-10-26 12:00,258.716
1930-05-07 12:00,78.724
