Timestamp,G.Mars,HighPrice,LowPrice,Timestamp,G.Mars,HighPrice,LowPrice,Timestamp,G.Mars,HighPrice,LowPrice,Timestamp,G.Mars,HighPrice,LowPrice,Timestamp,G.Mars,HighPrice,LowPrice,Timestamp,G.Mars,HighPrice,LowPrice,Timestamp,G.Mars,HighPrice,LowPrice,Timestamp,G.Mars,HighPrice,LowPrice,Timestamp,G.Mars,HighPrice,LowPrice,Timestamp,G.Mars,HighPrice,LowPrice,Timestamp,G.Mars,HighPrice,LowPrice,Timestamp,G.Mars,HighPrice,LowPrice,Timestamp,G.Mars,HighPrice,LowPrice,Timestamp,G.Mars,HighPrice,LowPrice,Timestamp,G.Mars,HighPrice,LowPrice,Timestamp,G.Mars,HighPrice,LowPrice,Timestamp,G.Mars,HighPrice,LowPrice,Timestamp,G.Mars,HighPrice,LowPrice,Timestamp,G.Mars,HighPrice,LowPrice,Timestamp,G.Mars,HighPrice,LowPrice,Timestamp,G.Mars,HighPrice,LowPrice,Timestamp,G.Mars,HighPrice,LowPrice,Timestamp,G.Mars,HighPrice,LowPrice,Timestamp,G.Mars,HighPrice,LowPrice,Timestamp,G.Mars,HighPrice,LowPrice,Timestamp,G.Mars,HighPrice,LowPrice,Timestamp,G.Mars,HighPrice,LowPrice,Timestamp,G.Mars,HighPrice,LowPrice,Timestamp,G.Mars,HighPrice,LowPrice,Timestamp,G.Mars,HighPrice,LowPrice,Timestamp,G.Mars,HighPrice,LowPrice,Timestamp,G.Mars,HighPrice,LowPrice,Timestamp,G.Mars,HighPrice,LowPrice,Timestamp,G.Mars,HighPrice,LowPrice,Timestamp,G.Mars,HighPrice,LowPrice
,,,,1906-06-09 12:00,88.602,,,1907-03-30 12:00,269.005,,,1908-05-20 12:00,88.781,,,1909-02-22 12:00,269.078,,,1910-04-29 12:00,88.669,,,1911-01-30 12:00,269.154,,,1912-04-03 12:00,89.052,,,1913-01-08 12:00,268.628,,,1913-09-13 12:00,88.882,,,1914-12-20 12:00,268.918,,,1915-08-17 12:00,88.917,,,1916-11-30 12:00,269.247,,,1917-07-26 12:00,89.028,,,1918-11-09 12:00,268.715,,,1919-07-06 12:00,88.651,,,1920-10-16 12:00,268.665,,,1921-06-17 12:00,89.24,,,1922-09-11 12:00,269.003,,,1923-05-29 12:00,89.232,,,1924-03-04 12:00,268.687,,,1925-05-08 12:00,89.221,,,1926-02-07 12:00,268.992,,,1927-04-14 12:00,88.638,,,1928-01-17 12:00,268.999,,,1928-09-30 12:00,88.971,,,1928-12-24 12:00,88.246,,,1929-03-07 12:00,88.827,,,1929-12-27 12:00,268.706,,,1930-08-26 12:00,88.889,,,1931-12-08 12:00,268.932,,,1932-08-03 12:00,89.261,,,1933-11-17 12:00,268.802,,,1934-07-14 12:00,89.205,,,1935-10-27 12:00,269.224,,
,,,,1906-06-10 12:00,89.27,,,1907-03-31 12:00,269.49,,,1908-05-21 12:00,89.433,,,1909-02-23 12:00,269.749,,,1910-04-30 12:00,89.289,,,1911-01-31 12:00,269.874,,,1912-04-04 12:00,89.589,,,1913-01-09 12:00,269.37,,,1913-09-14 12:00,89.441,,,1914-12-21 12:00,269.671,,,1915-08-18 12:00,89.569,,,1916-12-01 12:00,270.005,,,1917-07-27 12:00,89.701,,,1918-11-10 12:00,269.468,,,1919-07-07 12:00,89.328,,,1920-10-17 12:00,269.39,,,1921-06-18 12:00,89.91,,,1922-09-12 12:00,269.546,,,1923-05-30 12:00,89.891,,,1924-03-05 12:00,269.32,,,1925-05-09 12:00,89.857,,,1926-02-08 12:00,269.697,,,1927-04-15 12:00,89.219,,,1928-01-18 12:00,269.733,,,1928-10-01 12:00,89.397,,,1928-12-25 12:00,87.865,,,1929-03-08 12:00,89.181,,,1929-12-28 12:00,269.456,,,1930-08-27 12:00,89.521,,,1931-12-09 12:00,269.689,,,1932-08-04 12:00,89.928,,,1933-11-18 12:00,269.558,,,1934-07-15 12:00,89.882,,,1935-10-28 12:00,269.965,,
,,,,1906-06-11 12:00,89.936,,,1907-04-01 12:00,269.972,,,1908-05-22 12:00,90.084,,,1909-02-24 12:00,270.42,,,1910-05-01 12:00,89.909,,,1911-02-01 12:00,270.594,,,1912-04-05 12:00,90.128,,,1913-01-10 12:00,270.112,,,1913-09-15 12:00,89.997,,,1914-12-22 12:00,270.425,,,1915-08-19 12:00,90.219,,,1916-12-02 12:00,270.764,,,1917-07-28 12:00,90.372,,,1918-11-11 12:00,270.222,,,1919-07-08 12:00,90.003,,,1920-10-18 12:00,270.116,,,1921-06-19 12:00,90.58,,,1922-09-13 12:00,270.093,,,1923-05-31 12:00,90.55,,,1924-03-06 12:00,269.952,,,1925-05-10 12:00,90.492,,,1926-02-09 12:00,270.403,,,1927-04-16 12:00,89.8,,,1928-01-19 12:00,270.468,,,1928-10-02 12:00,89.816,,,1928-12-26 12:00,87.488,,,1929-03-09 12:00,89.541,,,1929-12-29 12:00,270.206,,,1930-08-28 12:00,90.151,,,1931-12-10 12:00,270.447,,,1932-08-05 12:00,90.595,,,1933-11-19 12:00,270.315,,,1934-07-16 12:00,90.557,,,1935-10-29 12:00,270.707,,
,,,,1906-06-12 12:00,90.603,,,1907-04-02 12:00,270.451,,,1908-05-23 12:00,90.735,,,1909-02-25 12:00,271.09,,,1910-05-02 12:00,90.529,,,1911-02-02 12:00,271.314,,,1912-04-06 12:00,90.669,,,1913-01-11 12:00,270.855,,,1913-09-16 12:00,90.549,,,1914-12-23 12:00,271.18,,,1915-08-20 12:00,90.867,,,1916-12-03 12:00,271.524,,,1917-07-29 12:00,91.043,,,1918-11-12 12:00,270.977,,,1919-07-09 12:00,90.678,,,1920-10-19 12:00,270.844,,,1921-06-20 12:00,91.25,,,1922-09-14 12:00,270.646,,,1923-06-01 12:00,91.207,,,1924-03-07 12:00,270.583,,,1925-05-11 12:00,91.127,,,1926-02-10 12:00,271.109,,,1927-04-17 12:00,90.383,,,1928-01-20 12:00,271.204,,,1928-10-03 12:00,90.229,,,1928-12-27 12:00,87.118,,,1929-03-10 12:00,89.906,,,1929-12-30 12:00,270.957,,,1930-08-29 12:00,90.78,,,1931-12-11 12:00,271.206,,,1932-08-06 12:00,91.26,,,1933-11-20 12:00,271.073,,,1934-07-17 12:00,91.231,,,1935-10-30 12:00,271.451,,
,,,,1906-06-13 12:00,91.268,,,1907-04-03 12:00,270.926,,,1908-05-24 12:00,91.385,,,1909-02-26 12:00,271.761,,,1910-05-03 12:00,91.149,,,1911-02-03 12:00,272.035,,,1912-04-07 12:00,91.211,,,1913-01-12 12:00,271.598,,,1913-09-17 12:00,91.098,,,1914-12-24 12:00,271.936,,,1915-08-21 12:00,91.514,,,1916-12-04 12:00,272.285,,,1917-07-30 12:00,91.713,,,1918-11-13 12:00,271.733,,,1919-07-10 12:00,91.352,,,1920-10-20 12:00,271.573,,,1921-06-21 12:00,91.919,,,1922-09-15 12:00,271.204,,,1923-06-02 12:00,91.865,,,1924-03-08 12:00,271.214,,,1925-05-12 12:00,91.762,,,1926-02-11 12:00,271.815,,,1927-04-18 12:00,90.966,,,1928-01-21 12:00,271.94,,,1928-10-04 12:00,90.635,,,1928-12-28 12:00,86.753,,,1929-03-11 12:00,90.276,,,1929-12-31 12:00,271.709,,,1930-08-30 12:00,91.406,,,1931-12-12 12:00,271.965,,,1932-08-07 12:00,91.925,,,1933-11-21 12:00,271.832,,,1934-07-18 12:00,91.905,,,1935-10-31 12:00,272.196,,
,,,,1906-06-14 12:00,91.933,,,1907-04-04 12:00,271.398,,,1908-05-25 12:00,92.036,,,1909-02-27 12:00,272.432,,,1910-05-04 12:00,91.77,,,1911-02-04 12:00,272.756,,,1912-04-08 12:00,91.754,,,1913-01-13 12:00,272.342,,,1913-09-18 12:00,91.643,,,1914-12-25 12:00,272.692,,,1915-08-22 12:00,92.16,,,1916-12-05 12:00,273.046,,,1917-07-31 12:00,92.381,,,1918-11-14 12:00,272.489,,,1919-07-11 12:00,92.025,,,1920-10-21 12:00,272.304,,,1921-06-22 12:00,92.587,,,1922-09-16 12:00,271.766,,,1923-06-03 12:00,92.522,,,1924-03-09 12:00,271.844,,,1925-05-13 12:00,92.397,,,1926-02-12 12:00,272.522,,,1927-04-19 12:00,91.549,,,1928-01-22 12:00,272.677,,,1928-10-05 12:00,91.034,,,1928-12-29 12:00,86.396,,,1929-03-12 12:00,90.651,,,1930-01-01 12:00,272.461,,,1930-08-31 12:00,92.03,,,1931-12-13 12:00,272.725,,,1932-08-08 12:00,92.588,,,1933-11-22 12:00,272.592,,,1934-07-19 12:00,92.578,,,1935-11-01 12:00,272.941,,
,,,,1906-06-15 12:00,92.598,,,1907-04-05 12:00,271.866,,,1908-05-26 12:00,92.685,,,1909-02-28 12:00,273.102,,,1910-05-05 12:00,92.39,,,1911-02-05 12:00,273.478,,,1912-04-09 12:00,92.299,,,1913-01-14 12:00,273.087,,,1913-09-19 12:00,92.185,,,1914-12-26 12:00,273.449,,,1915-08-23 12:00,92.804,,,1916-12-06 12:00,273.809,,,1917-08-01 12:00,93.049,,,1918-11-15 12:00,273.247,,,1919-07-12 12:00,92.698,,,1920-10-22 12:00,273.036,,,1921-06-23 12:00,93.255,,,1922-09-17 12:00,272.333,,,1923-06-04 12:00,93.179,,,1924-03-10 12:00,272.474,,,1925-05-14 12:00,93.031,,,1926-02-13 12:00,273.23,,,1927-04-20 12:00,92.133,,,1928-01-23 12:00,273.415,,,1928-10-06 12:00,91.426,,,1928-12-30 12:00,86.046,,,1929-03-13 12:00,91.032,,,1930-01-02 12:00,273.214,,,1930-09-01 12:00,92.653,,,1931-12-14 12:00,273.486,,,1932-08-09 12:00,93.25,,,1933-11-23 12:00,273.353,,,1934-07-20 12:00,93.25,,,1935-11-02 12:00,273.688,,
,,,,1906-06-16 12:00,93.262,,,1907-04-06 12:00,272.331,,,1908-05-27 12:00,93.335,,,1909-03-01 12:00,273.773,,,1910-05-06 12:00,93.01,,,1911-02-06 12:00,274.201,,,1912-04-10 12:00,92.845,,,1913-01-15 12:00,273.832,,,1913-09-20 12:00,92.722,,,1914-12-27 12:00,274.207,,,1915-08-24 12:00,93.446,,,1916-12-07 12:00,274.572,,,1917-08-02 12:00,93.715,,,1918-11-16 12:00,274.006,,,1919-07-13 12:00,93.369,,,1920-10-23 12:00,273.769,,,1921-06-24 12:00,93.922,,,1922-09-18 12:00,272.904,,,1923-06-05 12:00,93.835,,,1924-03-11 12:00,273.103,,,1925-05-15 12:00,93.666,,,1926-02-14 12:00,273.937,,,1927-04-21 12:00,92.718,,,1928-01-24 12:00,274.153,,,1928-10-07 12:00,91.81,,,1928-12-31 12:00,85.705,,,1929-03-14 12:00,91.417,,,1930-01-03 12:00,273.968,,,1930-09-02 12:00,93.273,,,1931-12-15 12:00,274.248,,,1932-08-10 12:00,93.91,,,1933-11-24 12:00,274.114,,,1934-07-21 12:00,93.921,,,1935-11-03 12:00,274.437,,
,,,,1906-06-17 12:00,93.926,,,1907-04-07 12:00,272.792,,,1908-05-28 12:00,93.984,,,1909-03-02 12:00,274.444,,,1910-05-07 12:00,93.631,,,1911-02-07 12:00,274.924,,,1912-04-11 12:00,93.392,,,1913-01-16 12:00,274.578,,,1913-09-21 12:00,93.256,,,1914-12-28 12:00,274.966,,,1915-08-25 12:00,94.087,,,1916-12-08 12:00,275.336,,,1917-08-03 12:00,94.381,,,1918-11-17 12:00,274.765,,,1919-07-14 12:00,94.04,,,1920-10-24 12:00,274.503,,,1921-06-25 12:00,94.588,,,1922-09-19 12:00,273.48,,,1923-06-06 12:00,94.49,,,1924-03-12 12:00,273.732,,,1925-05-16 12:00,94.3,,,1926-02-15 12:00,274.645,,,1927-04-22 12:00,93.303,,,1928-01-25 12:00,274.891,,,1928-10-08 12:00,92.187,,,1929-01-01 12:00,85.372,,,1929-03-15 12:00,91.807,,,1930-01-04 12:00,274.722,,,1930-09-03 12:00,93.891,,,1931-12-16 12:00,275.011,,,1932-08-11 12:00,94.57,,,1933-11-25 12:00,274.877,,,1934-07-22 12:00,94.591,,,1935-11-04 12:00,275.186,,
,,,,1906-06-18 12:00,94.589,,,1907-04-08 12:00,273.249,,,1908-05-29 12:00,94.633,,,1909-03-03 12:00,275.115,,,1910-05-08 12:00,94.252,,,1911-02-08 12:00,275.647,,,1912-04-12 12:00,93.94,,,1913-01-17 12:00,275.325,,,1913-09-22 12:00,93.787,,,1914-12-29 12:00,275.725,,,1915-08-26 12:00,94.726,,,1916-12-09 12:00,276.1,,,1917-08-04 12:00,95.046,,,1918-11-18 12:00,275.526,,,1919-07-15 12:00,94.711,,,1920-10-25 12:00,275.239,,,1921-06-26 12:00,95.254,,,1922-09-20 12:00,274.061,,,1923-06-07 12:00,95.146,,,1924-03-13 12:00,274.361,,,1925-05-17 12:00,94.934,,,1926-02-16 12:00,275.353,,,1927-04-23 12:00,93.889,,,1928-01-26 12:00,275.631,,,1928-10-09 12:00,92.557,,,1929-01-02 12:00,85.049,,,1929-03-16 12:00,92.202,,,1930-01-05 12:00,275.477,,,1930-09-04 12:00,94.507,,,1931-12-17 12:00,275.774,,,1932-08-12 12:00,95.228,,,1933-11-26 12:00,275.64,,,1934-07-23 12:00,95.26,,,1935-11-05 12:00,275.936,,
,,,,1906-06-19 12:00,95.252,,,1907-04-09 12:00,273.702,,,1908-05-30 12:00,95.282,,,1909-03-04 12:00,275.786,,,1910-05-09 12:00,94.872,,,1911-02-09 12:00,276.371,,,1912-04-13 12:00,94.49,,,1913-01-18 12:00,276.072,,,1913-09-23 12:00,94.313,,,1914-12-30 12:00,276.485,,,1915-08-27 12:00,95.364,,,1916-12-10 12:00,276.866,,,1917-08-05 12:00,95.71,,,1918-11-19 12:00,276.287,,,1919-07-16 12:00,95.38,,,1920-10-26 12:00,275.976,,,1921-06-27 12:00,95.92,,,1922-09-21 12:00,274.645,,,1923-06-08 12:00,95.801,,,1924-03-14 12:00,274.988,,,1925-05-18 12:00,95.569,,,1926-02-17 12:00,276.062,,,1927-04-24 12:00,94.476,,,1928-01-27 12:00,276.371,,,1928-10-10 12:00,92.919,,,1929-01-03 12:00,84.736,,,1929-03-17 12:00,92.601,,,1930-01-06 12:00,276.233,,,1930-09-05 12:00,95.121,,,1931-12-18 12:00,276.538,,,1932-08-13 12:00,95.886,,,1933-11-27 12:00,276.404,,,1934-07-24 12:00,95.929,,,1935-11-06 12:00,276.687,,
,,,,1906-06-20 12:00,95.914,,,1907-04-10 12:00,274.152,,,1908-05-31 12:00,95.93,,,1909-03-05 12:00,276.457,,,1910-05-10 12:00,95.493,,,1911-02-10 12:00,277.095,,,1912-04-14 12:00,95.041,,,1913-01-19 12:00,276.82,,,1913-09-24 12:00,94.835,,,1914-12-31 12:00,277.246,,,1915-08-28 12:00,96.0,,,1916-12-11 12:00,277.632,,,1917-08-06 12:00,96.372,,,1918-11-20 12:00,277.049,,,1919-07-17 12:00,96.049,,,1920-10-27 12:00,276.714,,,1921-06-28 12:00,96.584,,,1922-09-22 12:00,275.235,,,1923-06-09 12:00,96.455,,,1924-03-15 12:00,275.615,,,1925-05-19 12:00,96.203,,,1926-02-18 12:00,276.771,,,1927-04-25 12:00,95.063,,,1928-01-28 12:00,277.111,,,1928-10-11 12:00,93.272,,,1929-01-04 12:00,84.433,,,1929-03-18 12:00,93.005,,,1930-01-07 12:00,276.989,,,1930-09-06 12:00,95.733,,,1931-12-19 12:00,277.303,,,1932-08-14 12:00,96.542,,,1933-11-28 12:00,277.169,,,1934-07-25 12:00,96.597,,,1935-11-07 12:00,277.439,,
,,,,1906-06-21 12:00,96.575,,,1907-04-11 12:00,274.597,,,1908-06-01 12:00,96.578,,,1909-03-06 12:00,277.128,,,1910-05-11 12:00,96.114,,,1911-02-11 12:00,277.82,,,1912-04-15 12:00,95.593,,,1913-01-20 12:00,277.569,,,1913-09-25 12:00,95.353,,,1915-01-01 12:00,278.007,,,1915-08-29 12:00,96.635,,,1916-12-12 12:00,278.399,,,1917-08-07 12:00,97.034,,,1918-11-21 12:00,277.812,,,1919-07-18 12:00,96.717,,,1920-10-28 12:00,277.453,,,1921-06-29 12:00,97.249,,,1922-09-23 12:00,275.828,,,1923-06-10 12:00,97.11,,,1924-03-16 12:00,276.242,,,1925-05-20 12:00,96.837,,,1926-02-19 12:00,277.481,,,1927-04-26 12:00,95.65,,,1928-01-29 12:00,277.852,,,1928-10-12 12:00,93.618,,,1929-01-05 12:00,84.141,,,1929-03-19 12:00,93.413,,,1930-01-08 12:00,277.747,,,1930-09-07 12:00,96.343,,,1931-12-20 12:00,278.068,,,1932-08-15 12:00,97.197,,,1933-11-29 12:00,277.934,,,1934-07-26 12:00,97.263,,,1935-11-08 12:00,278.193,,
,,,,1906-06-22 12:00,97.236,,,1907-04-12 12:00,275.037,,,1908-06-02 12:00,97.226,,,1909-03-07 12:00,277.799,,,1910-05-12 12:00,96.735,,,1911-02-12 12:00,278.546,,,1912-04-16 12:00,96.147,,,1913-01-21 12:00,278.318,,,1913-09-26 12:00,95.867,,,1915-01-02 12:00,278.769,,,1915-08-30 12:00,97.268,,,1916-12-13 12:00,279.167,,,1917-08-08 12:00,97.695,,,1918-11-22 12:00,278.576,,,1919-07-19 12:00,97.384,,,1920-10-29 12:00,278.194,,,1921-06-30 12:00,97.912,,,1922-09-24 12:00,276.425,,,1923-06-11 12:00,97.764,,,1924-03-17 12:00,276.868,,,1925-05-21 12:00,97.47,,,1926-02-20 12:00,278.19,,,1927-04-27 12:00,96.239,,,1928-01-30 12:00,278.594,,,1928-10-13 12:00,93.955,,,1929-01-06 12:00,83.861,,,1929-03-20 12:00,93.825,,,1930-01-09 12:00,278.504,,,1930-09-08 12:00,96.951,,,1931-12-21 12:00,278.834,,,1932-08-16 12:00,97.85,,,1933-11-30 12:00,278.701,,,1934-07-27 12:00,97.929,,,1935-11-09 12:00,278.947,,
,,,,1906-06-23 12:00,97.897,,,1907-04-13 12:00,275.474,,,1908-06-03 12:00,97.873,,,1909-03-08 12:00,278.47,,,1910-05-13 12:00,97.356,,,1911-02-13 12:00,279.271,,,1912-04-17 12:00,96.701,,,1913-01-22 12:00,279.068,,,1913-09-27 12:00,96.376,,,1915-01-03 12:00,279.532,,,1915-08-31 12:00,97.899,,,1916-12-14 12:00,279.935,,,1917-08-09 12:00,98.355,,,1918-11-23 12:00,279.341,,,1919-07-20 12:00,98.051,,,1920-10-30 12:00,278.936,,,1921-07-01 12:00,98.576,,,1922-09-25 12:00,277.026,,,1923-06-12 12:00,98.417,,,1924-03-18 12:00,277.494,,,1925-05-22 12:00,98.104,,,1926-02-21 12:00,278.901,,,1927-04-28 12:00,96.827,,,1928-01-31 12:00,279.336,,,1928-10-14 12:00,94.284,,,1929-01-07 12:00,83.592,,,1929-03-21 12:00,94.241,,,1930-01-10 12:00,279.263,,,1930-09-09 12:00,97.557,,,1931-12-22 12:00,279.601,,,1932-08-17 12:00,98.503,,,1933-12-01 12:00,279.468,,,1934-07-28 12:00,98.595,,,1935-11-10 12:00,279.702,,
,,,,1906-06-24 12:00,98.557,,,1907-04-14 12:00,275.906,,,1908-06-04 12:00,98.52,,,1909-03-09 12:00,279.142,,,1910-05-14 12:00,97.977,,,1911-02-14 12:00,279.998,,,1912-04-18 12:00,97.257,,,1913-01-23 12:00,279.818,,,1913-09-28 12:00,96.881,,,1915-01-04 12:00,280.296,,,1915-09-01 12:00,98.529,,,1916-12-15 12:00,280.705,,,1917-08-10 12:00,99.014,,,1918-11-24 12:00,280.107,,,1919-07-21 12:00,98.717,,,1920-10-31 12:00,279.679,,,1921-07-02 12:00,99.238,,,1922-09-26 12:00,277.632,,,1923-06-13 12:00,99.07,,,1924-03-19 12:00,278.119,,,1925-05-23 12:00,98.738,,,1926-02-22 12:00,279.611,,,1927-04-29 12:00,97.417,,,1928-02-01 12:00,280.079,,,1928-10-15 12:00,94.604,,,1929-01-08 12:00,83.336,,,1929-03-22 12:00,94.661,,,1930-01-11 12:00,280.022,,,1930-09-10 12:00,98.16,,,1931-12-23 12:00,280.368,,,1932-08-18 12:00,99.154,,,1933-12-02 12:00,280.236,,,1934-07-29 12:00,99.259,,,1935-11-11 12:00,280.458,,
,,,,1906-06-25 12:00,99.217,,,1907-04-15 12:00,276.334,,,1908-06-05 12:00,99.167,,,1909-03-10 12:00,279.813,,,1910-05-15 12:00,98.598,,,1911-02-15 12:00,280.725,,,1912-04-19 12:00,97.814,,,1913-01-24 12:00,280.569,,,1913-09-29 12:00,97.381,,,1915-01-05 12:00,281.06,,,1915-09-02 12:00,99.157,,,1916-12-16 12:00,281.475,,,1917-08-11 12:00,99.672,,,1918-11-25 12:00,280.873,,,1919-07-22 12:00,99.382,,,1920-11-01 12:00,280.423,,,1921-07-03 12:00,99.9,,,1922-09-27 12:00,278.24,,,1923-06-14 12:00,99.723,,,1924-03-20 12:00,278.743,,,1925-05-24 12:00,99.371,,,1926-02-23 12:00,280.322,,,1927-04-30 12:00,98.007,,,1928-02-02 12:00,280.822,,,1928-10-16 12:00,94.915,,,1929-01-09 12:00,83.092,,,1929-03-23 12:00,95.085,,,1930-01-12 12:00,280.781,,,1930-09-11 12:00,98.761,,,1931-12-24 12:00,281.137,,,1932-08-19 12:00,99.804,,,1933-12-03 12:00,281.005,,,1934-07-30 12:00,99.923,,,1935-11-12 12:00,281.215,,
,,,,1906-06-26 12:00,99.876,,,1907-04-16 12:00,276.757,,,1908-06-06 12:00,99.813,,,1909-03-11 12:00,280.484,,,1910-05-16 12:00,99.219,,,1911-02-16 12:00,281.452,,,1912-04-20 12:00,98.372,,,1913-01-25 12:00,281.321,,,1913-09-30 12:00,97.877,,,1915-01-06 12:00,281.825,,,1915-09-03 12:00,99.783,,,1916-12-17 12:00,282.245,,,1917-08-12 12:00,100.329,,,1918-11-26 12:00,281.64,,,1919-07-23 12:00,100.047,,,1920-11-02 12:00,281.168,,,1921-07-04 12:00,100.562,,,1922-09-28 12:00,278.853,,,1923-06-15 12:00,100.375,,,1924-03-21 12:00,279.367,,,1925-05-25 12:00,100.005,,,1926-02-24 12:00,281.034,,,1927-05-01 12:00,98.597,,,1928-02-03 12:00,281.566,,,1928-10-17 12:00,95.217,,,1929-01-10 12:00,82.861,,,1929-03-24 12:00,95.513,,,1930-01-13 12:00,281.542,,,1930-09-12 12:00,99.36,,,1931-12-25 12:00,281.906,,,1932-08-20 12:00,100.454,,,1933-12-04 12:00,281.774,,,1934-07-31 12:00,100.586,,,1935-11-13 12:00,281.973,,
,,,,1906-06-27 12:00,100.534,,,1907-04-17 12:00,277.175,,,1908-06-07 12:00,100.459,,,1909-03-12 12:00,281.155,,,1910-05-17 12:00,99.84,,,1911-02-17 12:00,282.18,,,1912-04-21 12:00,98.931,,,1913-01-26 12:00,282.073,,,1913-10-01 12:00,98.368,,,1915-01-07 12:00,282.59,,,1915-09-04 12:00,100.408,,,1916-12-18 12:00,283.017,,,1917-08-13 12:00,100.984,,,1918-11-27 12:00,282.409,,,1919-07-24 12:00,100.711,,,1920-11-03 12:00,281.914,,,1921-07-05 12:00,101.223,,,1922-09-29 12:00,279.469,,,1923-06-16 12:00,101.027,,,1924-03-22 12:00,279.99,,,1925-05-26 12:00,100.638,,,1926-02-25 12:00,281.745,,,1927-05-02 12:00,99.188,,,1928-02-04 12:00,282.31,,,1928-10-18 12:00,95.51,,,1929-01-11 12:00,82.643,,,1929-03-25 12:00,95.944,,,1930-01-14 12:00,282.303,,,1930-09-13 12:00,99.957,,,1931-12-26 12:00,282.675,,,1932-08-21 12:00,101.101,,,1933-12-05 12:00,282.544,,,1934-08-01 12:00,101.248,,,1935-11-14 12:00,282.732,,
,,,,1906-06-28 12:00,101.193,,,1907-04-18 12:00,277.588,,,1908-06-08 12:00,101.105,,,1909-03-13 12:00,281.827,,,1910-05-18 12:00,100.461,,,1911-02-18 12:00,282.909,,,1912-04-22 12:00,99.492,,,1913-01-27 12:00,282.826,,,1913-10-02 12:00,98.854,,,1915-01-08 12:00,283.356,,,1915-09-05 12:00,101.031,,,1916-12-19 12:00,283.789,,,1917-08-14 12:00,101.639,,,1918-11-28 12:00,283.178,,,1919-07-25 12:00,101.374,,,1920-11-04 12:00,282.662,,,1921-07-06 12:00,101.884,,,1922-09-30 12:00,280.089,,,1923-06-17 12:00,101.679,,,1924-03-23 12:00,280.612,,,1925-05-27 12:00,101.271,,,1926-02-26 12:00,282.458,,,1927-05-03 12:00,99.78,,,1928-02-05 12:00,283.055,,,1928-10-19 12:00,95.793,,,1929-01-12 12:00,82.438,,,1929-03-26 12:00,96.379,,,1930-01-15 12:00,283.064,,,1930-09-14 12:00,100.552,,,1931-12-27 12:00,283.446,,,1932-08-22 12:00,101.748,,,1933-12-06 12:00,283.315,,,1934-08-02 12:00,101.909,,,1935-11-15 12:00,283.492,,
,,,,1906-06-29 12:00,101.85,,,1907-04-19 12:00,277.997,,,1908-06-09 12:00,101.75,,,1909-03-14 12:00,282.498,,,1910-05-19 12:00,101.082,,,1911-02-19 12:00,283.638,,,1912-04-23 12:00,100.053,,,1913-01-28 12:00,283.58,,,1913-10-03 12:00,99.336,,,1915-01-09 12:00,284.123,,,1915-09-06 12:00,101.652,,,1916-12-20 12:00,284.562,,,1917-08-15 12:00,102.293,,,1918-11-29 12:00,283.948,,,1919-07-26 12:00,102.037,,,1920-11-05 12:00,283.411,,,1921-07-07 12:00,102.544,,,1922-10-01 12:00,280.711,,,1923-06-18 12:00,102.33,,,1924-03-24 12:00,281.234,,,1925-05-28 12:00,101.904,,,1926-02-27 12:00,283.17,,,1927-05-04 12:00,100.372,,,1928-02-06 12:00,283.801,,,1928-10-20 12:00,96.068,,,1929-01-13 12:00,82.246,,,1929-03-27 12:00,96.818,,,1930-01-16 12:00,283.826,,,1930-09-15 12:00,101.144,,,1931-12-28 12:00,284.217,,,1932-08-23 12:00,102.394,,,1933-12-07 12:00,284.087,,,1934-08-03 12:00,102.57,,,1935-11-16 12:00,284.253,,
,,,,1906-06-30 12:00,102.507,,,1907-04-20 12:00,278.4,,,1908-06-10 12:00,102.395,,,1909-03-15 12:00,283.17,,,1910-05-20 12:00,101.703,,,1911-02-20 12:00,284.368,,,1912-04-24 12:00,100.615,,,1913-01-29 12:00,284.334,,,1913-10-04 12:00,99.812,,,1915-01-10 12:00,284.891,,,1915-09-07 12:00,102.272,,,1916-12-21 12:00,285.335,,,1917-08-16 12:00,102.946,,,1918-11-30 12:00,284.718,,,1919-07-27 12:00,102.698,,,1920-11-06 12:00,284.16,,,1921-07-08 12:00,103.203,,,1922-10-02 12:00,281.338,,,1923-06-19 12:00,102.981,,,1924-03-25 12:00,281.855,,,1925-05-29 12:00,102.537,,,1926-02-28 12:00,283.883,,,1927-05-05 12:00,100.964,,,1928-02-07 12:00,284.547,,,1928-10-21 12:00,96.332,,,1929-01-14 12:00,82.068,,,1929-03-28 12:00,97.259,,,1930-01-17 12:00,284.589,,,1930-09-16 12:00,101.733,,,1931-12-29 12:00,284.988,,,1932-08-24 12:00,103.038,,,1933-12-08 12:00,284.86,,,1934-08-04 12:00,103.23,,,1935-11-17 12:00,285.015,,
