Timestamp,G.Moon
,
1906-06-09 12:00,297.083
1906-07-07 12:00,305.248
1906-08-03 12:00,299.435
1906-08-31 12:00,308.695
1906-09-27 12:00,305.124
1906-10-24 12:00,302.056
1906-11-20 12:00,298.001
1906-12-18 12:00,306.645
1907-01-14 12:00,299.798
1907-02-11 12:00,307.993
1907-03-10 12:00,303.051
1907-04-06 12:00,299.664
1907-05-04 12:00,310.437
1907-05-31 12:00,306.377
1907-06-27 12:00,300.622
1907-07-25 12:00,308.941
1907-08-21 12:00,302.481
1907-09-17 12:00,297.478
1907-10-15 12:00,308.1
1907-11-11 12:00,304.946
1907-12-08 12:00,300.684
1908-01-05 12:00,309.471
1908-02-01 12:00,302.202
1908-02-29 12:00,310.518
1908-03-27 12:00,305.417
1908-04-23 12:00,301.964
1908-05-20 12:00,298.667
1908-06-17 12:00,308.826
1908-07-14 12:00,303.061
1908-08-11 12:00,311.442
1908-09-07 12:00,304.858
1908-10-04 12:00,299.842
1908-11-01 12:00,310.371
1908-11-28 12:00,307.227
1908-12-25 12:00,303.006
1909-01-22 12:00,311.783
1909-02-18 12:00,304.841
1909-03-17 12:00,298.722
1909-04-14 12:00,308.267
1909-05-11 12:00,304.876
1909-06-07 12:00,301.69
1909-07-04 12:00,297.522
1909-08-01 12:00,306.378
1909-08-28 12:00,300.231
1909-09-25 12:00,308.53
1909-10-22 12:00,303.805
1909-11-18 12:00,300.508
1909-12-15 12:00,297.426
1910-01-12 12:00,306.905
1910-02-08 12:00,301.591
1910-03-08 12:00,309.518
1910-04-04 12:00,304.126
1910-05-01 12:00,300.123
1910-05-29 12:00,309.901
1910-06-25 12:00,306.888
1910-07-22 12:00,303.226
1910-08-18 12:00,298.618
1910-09-15 12:00,306.636
1910-10-12 12:00,301.67
1910-11-08 12:00,297.771
1910-12-06 12:00,307.092
1911-01-02 12:00,304.142
1911-01-29 12:00,300.549
1911-02-26 12:00,308.85
1911-03-25 12:00,304.059
1911-04-21 12:00,299.717
1911-05-19 12:00,308.273
1911-06-15 12:00,305.175
1911-07-12 12:00,302.247
1911-08-08 12:00,298.966
1911-09-05 12:00,307.37
1911-10-02 12:00,303.068
1911-10-29 12:00,298.888
1911-11-26 12:00,307.108
1911-12-23 12:00,303.916
1912-01-19 12:00,300.934
1912-02-15 12:00,297.737
1912-03-14 12:00,306.054
1912-04-10 12:00,302.086
1912-05-07 12:00,298.103
1912-06-04 12:00,306.277
1912-07-01 12:00,302.991
1912-07-28 12:00,299.99
1912-08-25 12:00,308.843
1912-09-21 12:00,305.507
1912-10-18 12:00,301.732
1912-11-14 12:00,297.63
1912-12-12 12:00,305.576
1913-01-08 12:00,301.946
1913-02-04 12:00,298.794
1913-03-04 12:00,307.751
1913-03-31 12:00,304.537
1913-04-27 12:00,300.734
1913-05-25 12:00,308.658
1913-06-21 12:00,304.452
1913-07-18 12:00,300.617
1913-08-14 12:00,297.366
1913-09-11 12:00,306.605
1913-10-08 12:00,303.488
1913-11-04 12:00,299.62
1913-12-02 12:00,307.531
1913-12-29 12:00,302.669
1914-01-25 12:00,298.29
1914-02-22 12:00,307.466
1914-03-21 12:00,304.548
1914-04-17 12:00,301.313
1914-05-15 12:00,309.953
1914-06-11 12:00,305.1
1914-07-08 12:00,299.902
1914-08-05 12:00,308.539
1914-09-01 12:00,304.842
1914-09-28 12:00,301.83
1914-10-25 12:00,298.541
1914-11-22 12:00,307.448
1914-12-19 12:00,301.862
1915-01-16 12:00,309.667
1915-02-12 12:00,304.477
1915-03-11 12:00,300.742
1915-04-07 12:00,297.732
1915-05-05 12:00,307.718
1915-06-01 12:00,303.052
1915-06-29 12:00,311.399
1915-07-26 12:00,305.311
1915-08-22 12:00,299.972
1915-09-19 12:00,309.864
1915-10-16 12:00,306.707
1915-11-12 12:00,303.289
1915-12-09 12:00,298.166
1916-01-06 12:00,306.223
1916-02-02 12:00,299.288
1916-03-01 12:00,308.233
1916-03-28 12:00,304.225
1916-04-24 12:00,301.102
1916-05-21 12:00,297.255
1916-06-18 12:00,306.637
1916-07-15 12:00,300.148
1916-08-12 12:00,308.485
1916-09-08 12:00,302.652
1916-10-05 12:00,298.542
1916-11-02 12:00,309.5
1916-11-29 12:00,305.963
1916-12-26 12:00,300.577
1917-01-23 12:00,308.692
1917-02-19 12:00,301.542
1917-03-19 12:00,310.592
1917-04-15 12:00,306.514
1917-05-12 12:00,303.356
1917-06-08 12:00,299.545
1917-07-06 12:00,309.042
1917-08-02 12:00,302.616
1917-08-30 12:00,310.902
1917-09-26 12:00,305.052
1917-10-23 12:00,300.998
1917-11-19 12:00,297.91
1917-12-17 12:00,308.292
1918-01-13 12:00,303.086
1918-02-10 12:00,311.222
1918-03-09 12:00,304.562
1918-04-05 12:00,299.465
1918-05-03 12:00,309.533
1918-05-30 12:00,306.441
1918-06-26 12:00,302.871
1918-07-23 12:00,298.055
1918-08-20 12:00,306.405
1918-09-16 12:00,300.436
1918-10-14 12:00,309.087
1918-11-10 12:00,305.242
1918-12-07 12:00,302.258
1919-01-03 12:00,298.748
1919-01-31 12:00,307.541
